"input","posture","accepted","scheme_ok","username_ok","password_ok","host_ok","port_ok","path_ok","query_ok","fragment_ok","full_parity","rurl_scheme","exp_scheme","rurl_username","exp_username","rurl_password","exp_password","rurl_host","exp_host","rurl_port","exp_port","rurl_path","exp_path","rurl_query","exp_query","rurl_fragment","exp_fragment","rurl_status"
"file:C|/m/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C:/m/","/C:/m/","","","","","ok"
"file:C||/m/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C||/m/","/C||/m/","","","","","ok"
"http://example.com/././foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo","/foo","","","","","ok"
"http://example.com/./.foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/.foo","/.foo","","","","","ok"
"http://example.com/foo/.","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/","/foo/","","","","","ok"
"http://example.com/foo/./","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/","/foo/","","","","","ok"
"http://example.com/foo/bar/..","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/","/foo/","","","","","ok"
"http://example.com/foo/bar/../","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/","/foo/","","","","","ok"
"http://example.com/foo/..bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/..bar","/foo/..bar","","","","","ok"
"http://example.com/foo/bar/../ton","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/ton","/foo/ton","","","","","ok"
"http://example.com/foo/bar/../ton/../../a","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/a","/a","","","","","ok"
"http://example.com/foo/../../..","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/","/","","","","","ok"
"http://example.com/foo/../../../ton","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/ton","/ton","","","","","ok"
"http://example.com/foo/%2e","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/","/foo/","","","","","ok"
"http://example.com/foo/%2e%2","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/%2e%2","/foo/%2e%2","","","","","ok"
"http://example.com/foo/%2e./%2e%2e/.%2e/%2e.bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%2e.bar","/%2e.bar","","","","","ok"
"http://example.com////../..","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","//","//","","","","","ok"
"http://example.com/foo/bar//../..","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/","/foo/","","","","","ok"
"http://example.com/foo/bar//..","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo/bar/","/foo/bar/","","","","","ok"
"http://example.com/foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo","/foo","","","","","ok"
"http://example.com/%20foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%20foo","/%20foo","","","","","ok"
"http://example.com/foo%","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%","/foo%","","","","","ok"
"http://example.com/foo%2","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%2","/foo%2","","","","","ok"
"http://example.com/foo%2zbar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%2zbar","/foo%2zbar","","","","","ok"
"http://example.com/foo%2Â©zbar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%2%C3%82%C2%A9zbar","/foo%2%C3%82%C2%A9zbar","","","","","ok"
"http://example.com/foo%41%7a","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%41%7a","/foo%41%7a","","","","","ok"
"http://example.com/foo	%91","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%C2%91%91","/foo%C2%91%91","","","","","ok"
"http://example.com/foo%00%51","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foo%00%51","/foo%00%51","","","","","ok"
"http://example.com/(%28:%3A%29)","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/(%28:%3A%29)","/(%28:%3A%29)","","","","","ok"
"http://example.com/%3A%3a%3C%3c","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%3A%3a%3C%3c","/%3A%3a%3C%3c","","","","","ok"
"http://example.com/foo	bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/foobar","/foobar","","","","","ok"
"http://example.com\\foo\\bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","//foo//bar","//foo//bar","","","","","ok"
"http://example.com/%7Ffp3%3Eju%3Dduvgw%3Dd","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%7Ffp3%3Eju%3Dduvgw%3Dd","/%7Ffp3%3Eju%3Dduvgw%3Dd","","","","","ok"
"http://example.com/@asdf%40","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/@asdf%40","/@asdf%40","","","","","ok"
"http://example.com/你好你好","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%E4%BD%A0%E5%A5%BD%E4%BD%A0%E5%A5%BD","/%E4%BD%A0%E5%A5%BD%E4%BD%A0%E5%A5%BD","","","","","ok"
"http://example.com/‥/foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%E2%80%A5/foo","/%E2%80%A5/foo","","","","","ok"
"http://example.com/﻿/foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%EF%BB%BF/foo","/%EF%BB%BF/foo","","","","","ok"
"http://example.com/‮/foo/‭/bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/%E2%80%AE/foo/%E2%80%AD/bar","/%E2%80%AE/foo/%E2%80%AD/bar","","","","","ok"
"http://www.google.com/foo?bar=baz#","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.google.com","www.google.com","","","/foo","/foo","bar=baz","bar=baz","","","ok"
"http://www.google.com/foo?bar=baz# »","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.google.com","www.google.com","","","/foo","/foo","bar=baz","bar=baz","%20%C2%BB","%20%C2%BB","ok"
"data:test# »","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","","","","","test","","","","%20%C2%BB","error"
"http://www.google.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.google.com","www.google.com","","","/","/","","","","","ok"
"http://192.0x00A80001","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","192.168.0.1","192.168.0.1","","","/","/","","","","","ok"
"http://www/foo%2Ehtml","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www","www","","","/foo%2Ehtml","/foo%2Ehtml","","","","","warning-no-tld"
"http://www/foo/%2E/html","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www","www","","","/foo/html","/foo/html","","","","","warning-no-tld"
"http://%25DOMAIN:foobar@foodomain.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","%25DOMAIN","%25DOMAIN","foobar","foobar","foodomain.com","foodomain.com","","","/","/","","","","","ok"
"http:\\www.google.com\foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.google.com","www.google.com","","","/foo","/foo","","","","","ok"
"http://foo:80/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo","foo","","","/","/","","","","","warning-no-tld"
"http://foo:81/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo","foo","81","81","/","/","","","","","warning-no-tld"
"httpa://foo:80/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","httpa","","","","","","foo","","80","","/","","","","","error"
"https://foo:443/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","foo","foo","","","/","/","","","","","warning-no-tld"
"https://foo:80/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","foo","foo","80","80","/","/","","","","","warning-no-tld"
"ftp://foo:21/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ftp","ftp","","","","","foo","foo","","","/","/","","","","","warning-no-tld"
"ftp://foo:80/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ftp","ftp","","","","","foo","foo","80","80","/","/","","","","","warning-no-tld"
"gopher://foo:70/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","gopher","","","","","","foo","","70","","/","","","","","error"
"gopher://foo:443/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","gopher","","","","","","foo","","443","","/","","","","","error"
"ws://foo:80/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ws","","","","","","foo","","","","/","","","","","error"
"ws://foo:81/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ws","","","","","","foo","","81","","/","","","","","error"
"ws://foo:443/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ws","","","","","","foo","","443","","/","","","","","error"
"ws://foo:815/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ws","","","","","","foo","","815","","/","","","","","error"
"wss://foo:80/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","foo","","80","","/","","","","","error"
"wss://foo:81/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","foo","","81","","/","","","","","error"
"wss://foo:443/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","foo","","","","/","","","","","error"
"wss://foo:815/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","foo","","815","","/","","","","","error"
"http:/example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/","/","","","","","ok"
"ftp:/example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ftp","ftp","","","","","example.com","example.com","","","/","/","","","","","ok-ftp"
"https:/example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","example.com","example.com","","","/","/","","","","","ok"
"madeupscheme:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","madeupscheme","","","","","","","","","","/example.com/","","","","","error"
"file:/example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/example.com/","/example.com/","","","","","ok"
"ftps:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ftps","","","","","","","","","","/example.com/","","","","","error"
"gopher:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","gopher","","","","","","","","","","/example.com/","","","","","error"
"ws:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ws","","","","","","example.com","","","","/","","","","","error"
"wss:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","example.com","","","","/","","","","","error"
"data:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","","","","","/example.com/","","","","","error"
"javascript:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","javascript","","","","","","","","","","/example.com/","","","","","error"
"mailto:/example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","mailto","","","","","","","","","","/example.com/","","","","","error"
"http:example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.com","example.com","","","/","/","","","","","ok"
"ftp:example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ftp","ftp","","","","","example.com","example.com","","","/","/","","","","","ok-ftp"
"https:example.com/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","example.com","example.com","","","/","/","","","","","ok"
"madeupscheme:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","madeupscheme","","","","","","","","","","example.com/","","","","","error"
"ftps:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ftps","","","","","","","","","","example.com/","","","","","error"
"gopher:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","gopher","","","","","","","","","","example.com/","","","","","error"
"ws:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ws","","","","","","example.com","","","","/","","","","","error"
"wss:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","example.com","","","","/","","","","","error"
"data:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","","","","","example.com/","","","","","error"
"javascript:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","javascript","","","","","","","","","","example.com/","","","","","error"
"mailto:example.com/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","mailto","","","","","","","","","","example.com/","","","","","error"
"https://example.com/aaa/bbb/%2e%2e?query","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","example.com","example.com","","","/aaa/","/aaa/","query","query","","","ok"
"http:@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"http:/@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"http://@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"http:a:b@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","b","b","www.example.com","www.example.com","","","/","/","","","","","ok"
"http:/a:b@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","b","b","www.example.com","www.example.com","","","/","/","","","","","ok"
"http://a:b@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","b","b","www.example.com","www.example.com","","","/","/","","","","","ok"
"http://@pple.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","pple.com","pple.com","","","/","/","","","","","ok"
"http::b@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","b","b","www.example.com","www.example.com","","","/","/","","","","","ok"
"http:/:b@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","b","b","www.example.com","www.example.com","","","/","/","","","","","ok"
"http://:b@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","b","b","www.example.com","www.example.com","","","/","/","","","","","ok"
"http:a:@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"http:/a:@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"http://a:@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"http://www.@pple.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","www.","www.","","","pple.com","pple.com","","","/","/","","","","","ok"
"http://:@www.example.com","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","www.example.com","www.example.com","","","/","/","","","","","ok"
"file:.","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","","","","","ok"
"non-special:opaque  ","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque","","","","","error"
"non-special:opaque  ?hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque %20","","hi","","","error"
"non-special:opaque  #hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque %20","","","","hi","error"
"non-special:opaque  x?hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque  x","","hi","","","error"
"non-special:opaque  x#hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque  x","","","","hi","error"
"non-special:opaque 		  	#hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque  %20","","","","hi","error"
"non-special:opaque 		  #hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque  %20","","","","hi","error"
"non-special:opaque		   #hi","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","opaque  %20","","","","hi","error"
"https://x/�?�#�","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/%EF%BF%BD","/%EF%BF%BD","%EF%BF%BD","%EF%BF%BD","%EF%BF%BD","%EF%BF%BD","warning-no-tld"
"http://a.b.c.xn--pokxncvks","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","a.b.c.xn--pokxncvks","a.b.c.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"http://10.0.0.xn--pokxncvks","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","10.0.0.xn--pokxncvks","10.0.0.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"http://a.b.c.XN--pokxncvks","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","a.b.c.xn--pokxncvks","a.b.c.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"http://a.b.c.Xn--pokxncvks","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","a.b.c.xn--pokxncvks","a.b.c.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"http://10.0.0.XN--pokxncvks","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","10.0.0.xn--pokxncvks","10.0.0.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"http://10.0.0.xN--pokxncvks","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","10.0.0.xn--pokxncvks","10.0.0.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"https://faß.ExAmPlE/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","xn--fa-hia.example","xn--fa-hia.example","","","/","/","","","","","warning-invalid-tld"
