"input","axis","source_reference","parser","status","scheme","host","port","path","query","fragment"
"file://example:test/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"file://example%/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"file://[example]/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://user:pass@/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://foo:-80/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:/:@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://user@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:/@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"https:@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:a:b@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:/a:b@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a:b@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http::@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:@:www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http:/@:www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://@:www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"https://�","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-no-tld","https","�","","/","",""
"https://%EF%BF%BD","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-no-tld","https","�","","/","",""
"https://x x:12","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://[www.google.com]/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://@/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://te@s:t@/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://:/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://:12/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a<b","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a>b","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a[b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a\b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a]b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a^b","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"sc://a|b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a%b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a<b","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a>b","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a[b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a]b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a^b","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://a|b/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-no-tld","http","a|b","","/","",""
"http://ab/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%00st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%01st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%02st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%03st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%04st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%05st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%06st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%07st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%08st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%09st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%0Ast/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%0Bst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%0Cst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%0Dst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%0Est/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%0Fst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%10st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%11st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%12st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%13st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%14st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%15st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%16st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%17st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%18st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%19st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%1Ast/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%1Bst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%1Cst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%1Dst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%1Est/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%1Fst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%20st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%23st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%25st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%2Fst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%3Ast/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%3Cst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%3Est/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%3Fst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%40st/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%5Bst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%5Cst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%5Dst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"http://ho%7Cst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-no-tld","http","ho|st","","/","",""
"http://ho%7Fst/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-no-tld","http","host","","/","",""
"ftp://example.com%80/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"ftp://example.com%A0/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"https://example.com%80/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"https://example.com%A0/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"https://0x100000000/test","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-no-tld","https","0x100000000","","/test","",""
"https://256.0.0.1/test","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","warning-invalid-tld","https","256.0.0.1","","/test","",""
"file://%43%3A","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
"file://%43%7C","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(rfc3986)","error","","","","/","",""
